date	company	relationEntity	relationEntityType	classification	snippet	country	keywords
2023-03-31	Wipro Limited			Product Growth	Wipro has elevated Badri Srinivasan to Head of India and Southeast Asia businesses under its Asia Pacific,	IN	
2023-03-31	Accenture Inc.	Intrua Financial LLC	company		that if this trajectory continues for Accenture, Intrua Financial LLC’s investment might just prove to be a very profitable choice indeed	US	that|investment
2023-03-31	Accenture Inc.	Intrua Financial LLC	company		Accenture, the renowned information technology services provider, has caught the interest of Intrua Financial LLC, as it increases its holdings by a staggering 84.1% during the fourth quarter	US	interest
2023-03-31	Accenture Inc.				Accenture revealed details concerning quarterly dividends due yielding $1.12 per share equating to an annualized dividend yield	US	annualized dividend yield|yielding|yield|dividend yield|dividend|due yielding
2023-03-31	Accenture Inc.	Manish Sharma	person		that during January of this year, COO Manish Sharma sold thousands of shares in Accenture for an average price of $280.32, netting almost one million dollars	US	share
2023-03-31	Accenture Inc.			Market Share Growth	Accenture, one of the world’s largest consulting firms, has attracted the attention of several institutional investors in recent months	US	investor|institutional investor
2023-03-31	IBM Corp.				IBM Faces Trimmed Position	US	face|position
2023-03-31	IBM Corp.				being lower than the norm, IBM	US	norm
2023-03-31	IBM Corp.			Company Info	hovering around .9 times earnings being lower than the norm, IBM is still a resilient player in the technology industry with nearly a century of experience behind its name	US	technology industry|name|industry|experience
2023-03-31	IBM Corp.	Vanguard Group, Inc.	company		The Vanguard Group Inc., one of the world’s largest investment management companies, upped its ownership in IBM by 2.2% during the third quarter	US	ownership
2023-03-31	Wipro Limited	Tech Mahindra GmbH	company	Company Info	As per the initial reports, the top five IT firms namely TCS, Infosys, HCL Technologies (HCL Tech), Wipro and Tech Mahindra (TechM) are expected to clock double-digit YoY growth in revenues	IN	yoy growth|double digit yoy growth|growth|technology|hcl technology
2023-03-31	Wipro Limited			Publishing Numbers	Wipro is seen reporting a flattish profit	IN	
2023-03-31	Wipro Limited				Wipro to guide minus 1 per cent to 1 per cent QoQ CC revenue growth for Q1FY24	IN	cc revenue growth|qoq cc revenue growth|revenue growth|growth
2023-03-31	Wipro Limited			Decline	Wipro’s revenue to decline 0.5 per cent QoQ CC in Q4FY23	IN	revenue
2023-03-31	PricewaterhouseCoopers International Limited				Figures from PwC suggest that total household debt in the UK now exceeds £2tn for the first time	GB	figure
2023-03-31	PricewaterhouseCoopers International Limited	Next Inc.	company		Following the sale to Next, joint administrator and PwC	GB	sale
2023-03-31	KPMG A/S				Representatives of KPMG are expected to be present at the meeting	US	meeting
2023-03-31	PricewaterhouseCoopers International Limited				PWC is managing the administration, and it is understood that roughly 125 jobs are at risk once	GB	administration
2023-03-31	PricewaterhouseCoopers International Limited				PwC research shows time and time again that diverse businesses create better outcomes	UA	time|research
2023-03-31	Infosys Limited				The Infosys CFO went to Delhi University for his Bachelor of Commerce	US	bachelor
2023-03-31	Infosys Limited				such as Reliance Industries, Infosys, HDFC twins (HDFC and HDFC Bank), and Tata Consultancy Services lifted the indices higher	IN	indexes
2023-03-31	Infosys Limited				Infosys has increased guidance to 16.5% from 15.5%	IN	guidance
2023-03-31	Ernst & Young LLP				The government spent £52.7m on external consultants from Teneo and Linklater lawyers, while other firms including Ernst & Young received fees	GB	firm|feis|other firm
2023-03-31	Tata Consultancy Services Limited|Infosys Limited	Tata Consultancy Services Limited	company		Companies like Tata Consultancy Services , Infosys, HCL Technologies, Wipro, and Tech Mahindra said that as of December they had employed a combined 188,000 freshers	IN	fresher|they
2023-03-31	PricewaterhouseCoopers International Limited				More disturbing still, PWC recently reported that if current trends continue, South Africa’s unemployment rate will reach 40%	ZA	
2023-03-31	PricewaterhouseCoopers International Limited				Zelf Hussain and Rachael Wilkinson of PwC were appointed as joint administrators of CK Acquisitions Ltd. On appointment	GB	hussain|administrator|appointment|zelf hussain
2023-03-31	Tata Consultancy Services Limited				Tata Consultancy Services has broken out of a rising channel formation on the weekly chart	IN	formation|rising channel formation|chart|channel formation
2023-03-31	Infosys Limited				Infosys has given horizontal line breakdown after witnessing swing high of Rs 1,620	IN	horizontal line breakdown|line breakdown|breakdown
2023-03-31	Accenture Inc.	Gen Alpha	person	Products	A new study by Accenture reveals Millennials, Gen Z and Gen Alpha consumers	US	study|z|consumer|millennials
2023-03-31	Tata Consultancy Services Limited			Leadership|Company Info	Tata Consultancy Services has been recognized as a Leader in Everest Group's PEAK Matrix for Software Product Engineering Services	IN	leader|service|product engineering service|software product engineering service|peak matrix|matrix|engineering service
2023-03-31	Accenture Inc.				Global IT consultancy Accenture has lowered its expected annual profit projections, and announced plans to offload more than 2% of its current workforce	GB	profit projection|projection
2023-03-31	Accenture Inc.			Publishing Numbers	Amid the accelerated digitalisation of the pandemic,Accenture reported revenues	GB	revenue
2023-03-31	Accenture Inc.				Commenting on the news, Julie Sweet, CEO of Accenture,	GB	news
2023-03-31	PricewaterhouseCoopers International Limited	Chainlink Labs	company	Agreements	Web3 platform Chainlink Labs inks agreement with PwC	FR	agreement
2023-03-31	Aon PLC Holding			Regulatory	AON had approached the court seeking it to interpret the law as it affects the process of procuring the services of Ethiopian Airlines for the operation of the proposed Nigeria Air	NG	process|it
2023-03-31	Wipro Limited				Wipro slashes salaries of fresh recruits amidst slowdown	IN	salary
2023-03-31	Wipro Limited				Wipro’s new Global Business Line model to aid growth	IN	model|growth|business line model|line model
2023-03-31	Wipro Limited				these two regions to drive deeper synergies, facilitate sharing of best practices, deliver consistent and exceptional client experiences across the client journey, and scale Wipro’s ability to capitalise on emerging growth opportunities, said the company	IN	company|ability|region
2023-03-31	KPMG A/S	Malaysian Digital Economy Corp.	company	Partnerships	The Malaysia Digital Economy Corporation is teaming up with KPMG to power its ambition of helping promising Malaysian tech firms	MY	
2023-03-31	KPMG A/S	Malaysia	location		There is tremendous potential for homegrown companies to grow beyond our border and make their mark in the global map,” said Johan Idris, Managing Partner of KPMG in Malaysia	MY	
2023-03-31	IBM Corp.			Facility Launches|Product Launch	IBM Consulting launches Japan Innovation Hub in the Philippines	PH	innovation hub|hub|philippines
2023-03-31	Wipro Limited				scale Wipro’s ability to capitalise on the emerging growth opportunities	IN	emerging growth|opportunity|growth|ability
2023-03-31	Wipro Limited				IT major Wipro expands Badri Srinivasan’s role to India	IN	role
2023-03-31	Infosys Limited	Reliance	company		such as Reliance, Infosys, HDFC twins (HDFC and HDFC Bank) and Tata Consultancy Services contributed to the rise	IN	rise|twin
2023-03-31	Infosys Limited	Reliance Industries	company		RIL, Infosys and HDFC twins alone contributed positively to the over 550-point climb	IN	climb|point climb|twin
2023-03-31	Aon PLC Holding				judgment from the High Court would be appealed by AON if it did not favour the association, adding that it is not likely that the Court would give judgment on the case soon	NG	judgment
2023-03-31	KPMG A/S				on data compiled between 2016 and 2017, the KPMG Aviation Sector Analysis had initially concluded that existing airports in the GTA could be enough to handle projected growth to 2036 as long as additional expansions were realized	CA	sector analysis|data|analysis
2023-03-31	Accenture Inc.			Layoff Staff	Consultancy firm Accenture said it plans to slash 19,000 jobs worldwide	PH	it
2023-03-31	Accenture Inc.				For 2023, Accenture downgraded its revenue growth projection	PH	growth projection|revenue growth projection|projection
2023-03-31	Accenture Inc.			Layoff Staff	Accenture announces 19,900 job cuts to optimize operations	PH	operation
2023-03-31	Accenture Inc.			Staffing	Accenture has over 738,000 employees worldwide, it said in a filing	PH	worldwide
2023-03-31	Wipro Limited	India	location		Wipro's Badri Srinivasan handed additional India charge role	IN	role|charge role
2023-03-31	Wipro Limited	India	location		Badri Srinivasan, Wipro’s managing director of Southeast Asia, will also lead its India business, the company said on Thursday	IN	
